ElectionName,LocalityName,LocalityCode,RaceName,NumberOfSeats,BallotName,Percentage,Votes,PoliticalParty
2015 November General,PULASKI COUNTY,155,Commonwealth's Attorney (PULASKI COUNTY),1,Write In,1.09%,62,
2015 November General,PULASKI COUNTY,155,Sheriff (PULASKI COUNTY),1,"James A. ""Jim"" Davis",98.38%,5645,
2015 November General,PULASKI COUNTY,155,Sheriff (PULASKI COUNTY),1,Write In,1.62%,93,
2015 November General,PULASKI COUNTY,155,Commissioner of Revenue (PULASKI COUNTY),1,Trina Nelson Rupe,59.51%,3560,
2015 November General,PULASKI COUNTY,155,Commissioner of Revenue (PULASKI COUNTY),1,"James Gordon ""Jim"" Bell",40.27%,2409,
2015 November General,PULASKI COUNTY,155,Commissioner of Revenue (PULASKI COUNTY),1,Write In,0.22%,13,
2015 November General,PULASKI COUNTY,155,Treasurer (PULASKI COUNTY),1,Melinda L. Worrell,68.98%,4231,
2015 November General,PULASKI COUNTY,155,Treasurer (PULASKI COUNTY),1,"Vernon R. ""Vern"" Hayes Jr",30.86%,1893,
2015 November General,PULASKI COUNTY,155,Treasurer (PULASKI COUNTY),1,Write In,0.16%,10,
2015 November General,PULASKI COUNTY,155,Soil and Water Conservation Director Skyline District (PULASKI COUNTY),2,George W. Hudson,53.50%,4472,
2015 November General,PULASKI COUNTY,155,Soil and Water Conservation Director Skyline District (PULASKI COUNTY),2,G. Blair Sanders,45.91%,3838,
2015 November General,PULASKI COUNTY,155,Soil and Water Conservation Director Skyline District (PULASKI COUNTY),2,Write In,0.59%,49,
2015 November General,PULASKI COUNTY,155,Member Board of Supervisors (CLOYD DISTRICT),1,Robert Carl Stoots Jr.,40.75%,645,
2015 November General,PULASKI COUNTY,155,Member Board of Supervisors (CLOYD DISTRICT),1,"Joseph W. ""Joe"" Guthrie",58.94%,933,
2015 November General,PULASKI COUNTY,155,Member Board of Supervisors (CLOYD DISTRICT),1,Write In,0.32%,5,
2015 November General,PULASKI COUNTY,155,Member Board of Supervisors (DRAPER DISTRICT),1,Dean K. Pratt,51.10%,652,
2015 November General,PULASKI COUNTY,155,Member Board of Supervisors (DRAPER DISTRICT),1,"N. A. ""Andy"" Hullender",29.31%,374,
2015 November General,PULASKI COUNTY,155,Member Board of Supervisors (DRAPER DISTRICT),1,"H. Ronald ""Ronnie"" Coake",19.51%,249,
2015 November General,PULASKI COUNTY,155,Member Board of Supervisors (DRAPER DISTRICT),1,Write In,0.08%,1,
2015 November General,PULASKI COUNTY,155,Member Board of Supervisors (INGLES DISTRICT),1,Ranny E. O'Dell,97.78%,968,
2015 November General,PULASKI COUNTY,155,Member Board of Supervisors (INGLES DISTRICT),1,Write In,2.22%,22,
2015 November General,PULASKI COUNTY,155,Member Board of Supervisors (MASSIE DISTRICT),1,Lane R. Penn,34.74%,435,
2015 November General,PULASKI COUNTY,155,Member Board of Supervisors (MASSIE DISTRICT),1,"H. A. ""Andy"" McCready",64.94%,813,
2015 November General,PULASKI COUNTY,155,Member Board of Supervisors (MASSIE DISTRICT),1,Write In,0.32%,4,
2015 November General,PULASKI COUNTY,155,Member Board of Supervisors (ROBINSON DISTRICT),1,Charles Robert Bopp,97.79%,886,
2015 November General,PULASKI COUNTY,155,Member Board of Supervisors (ROBINSON DISTRICT),1,Write In,2.21%,20,
2015 November General,PULASKI COUNTY,155,Member School Board (CLOYD DISTRICT),1,"W. M. ""Bill"" Benson Jr.",64.97%,994,
2015 November General,PULASKI COUNTY,155,Member School Board (CLOYD DISTRICT),1,Brenda G. Blackburn,34.44%,527,
2015 November General,PULASKI COUNTY,155,Member School Board (CLOYD DISTRICT),1,Write In,0.59%,9,
2015 November General,PULASKI COUNTY,155,Member School Board (DRAPER DISTRICT),1,Timothy C. Hurst,99.14%,1150,
2015 November General,PULASKI COUNTY,155,Member School Board (DRAPER DISTRICT),1,Write In,0.86%,10,
2015 November General,PULASKI COUNTY,155,Member School Board (INGLES DISTRICT),1,"Michael J. ""Mike"" Barbour",98.99%,985,
2015 November General,PULASKI COUNTY,155,Member School Board (INGLES DISTRICT),1,Write In,1.01%,10,
2015 November General,PULASKI COUNTY,155,Member School Board (MASSIE DISTRICT),1,Beckie A. Cox,98.73%,1085,
2015 November General,PULASKI COUNTY,155,Member School Board (MASSIE DISTRICT),1,Write In,1.27%,14,
2015 November General,PULASKI COUNTY,155,Member School Board (ROBINSON DISTRICT),1,E. Paige Cash,54.03%,523,
2015 November General,PULASKI COUNTY,155,Member School Board (ROBINSON DISTRICT),1,Frances P. Viars,45.76%,443,
2015 November General,PULASKI COUNTY,155,Member School Board (ROBINSON DISTRICT),1,Write In,0.21%,2,
2015 November General,RAPPAHANNOCK COUNTY,157,Member Senate of Virginia (026),1,April D. Moore,40.70%,1193,Democratic
2015 November General,RAPPAHANNOCK COUNTY,157,Member Senate of Virginia (026),1,Mark D. Obenshain,59.26%,1737,Republican
2015 November General,RAPPAHANNOCK COUNTY,157,Member Senate of Virginia (026),1,Write In,0.03%,1,Write-In
2015 November General,RAPPAHANNOCK COUNTY,157,Member House of Delegates (018),1,Michael J. Webert,95.41%,2140,Republican
2015 November General,RAPPAHANNOCK COUNTY,157,Member House of Delegates (018),1,Write In,4.59%,103,Write-In
2015 November General,RAPPAHANNOCK COUNTY,157,Clerk of Court (RAPPAHANNOCK COUNTY),1,Lavonne G. Adkins,32.48%,923,
2015 November General,RAPPAHANNOCK COUNTY,157,Clerk of Court (RAPPAHANNOCK COUNTY),1,"Margaret R. ""Peggy"" Ralph",67.45%,1917,
2015 November General,RAPPAHANNOCK COUNTY,157,Clerk of Court (RAPPAHANNOCK COUNTY),1,Write In,0.07%,2,
2015 November General,RAPPAHANNOCK COUNTY,157,Commonwealth's Attorney (RAPPAHANNOCK COUNTY),1,Arthur L. Goff,94.48%,2277,
2015 November General,RAPPAHANNOCK COUNTY,157,Commonwealth's Attorney (RAPPAHANNOCK COUNTY),1,Write In,5.52%,133,
2015 November General,RAPPAHANNOCK COUNTY,157,Sheriff (RAPPAHANNOCK COUNTY),1,"Anthony E. ""Andy"" Berry, ",28.03%,832,
2015 November General,RAPPAHANNOCK COUNTY,157,Sheriff (RAPPAHANNOCK COUNTY),1,Connie Compton Smith,71.63%,2126,
2015 November General,RAPPAHANNOCK COUNTY,157,Sheriff (RAPPAHANNOCK COUNTY),1,Write In,0.34%,10,
2015 November General,RAPPAHANNOCK COUNTY,157,Commissioner of Revenue (RAPPAHANNOCK COUNTY),1,Sharon F. Dodson,67.82%,1962,
2015 November General,RAPPAHANNOCK COUNTY,157,Commissioner of Revenue (RAPPAHANNOCK COUNTY),1,Marlina L. Lee,27.76%,803,
2015 November General,RAPPAHANNOCK COUNTY,157,Commissioner of Revenue (RAPPAHANNOCK COUNTY),1,Christa M. Weeks,4.36%,126,
2015 November General,RAPPAHANNOCK COUNTY,157,Commissioner of Revenue (RAPPAHANNOCK COUNTY),1,Write In,0.07%,2,
2015 November General,RAPPAHANNOCK COUNTY,157,Treasurer (RAPPAHANNOCK COUNTY),1,Debra L. Knick,99.08%,2490,
2015 November General,RAPPAHANNOCK COUNTY,157,Treasurer (RAPPAHANNOCK COUNTY),1,Write In,0.92%,23,
2015 November General,RAPPAHANNOCK COUNTY,157,Soil and Water Conservation Director Culpeper District (RAPPAHANNOCK COUNTY),2,Isaac W. Parrish,31.59%,1102,
2015 November General,RAPPAHANNOCK COUNTY,157,Soil and Water Conservation Director Culpeper District (RAPPAHANNOCK COUNTY),2,Mike Peterson,35.29%,1231,
2015 November General,RAPPAHANNOCK COUNTY,157,Soil and Water Conservation Director Culpeper District (RAPPAHANNOCK COUNTY),2,Monira Rifaat,32.86%,1146,
2015 November General,RAPPAHANNOCK COUNTY,157,Soil and Water Conservation Director Culpeper District (RAPPAHANNOCK COUNTY),2,Write In,0.26%,9,
2015 November General,RAPPAHANNOCK COUNTY,157,Member Board of Supervisors (HAMPTON DISTRICT),1,John Lesinski,40.95%,294,
2015 November General,RAPPAHANNOCK COUNTY,157,Member Board of Supervisors (HAMPTON DISTRICT),1,J. Newbill Miller Jr.,16.16%,116,
2015 November General,RAPPAHANNOCK COUNTY,157,Member Board of Supervisors (HAMPTON DISTRICT),1,Keir A. Whitson,36.91%,265,
2015 November General,RAPPAHANNOCK COUNTY,157,Member Board of Supervisors (HAMPTON DISTRICT),1,Write In,5.99%,43,
2015 November General,RAPPAHANNOCK COUNTY,157,Member Board of Supervisors (JACKSON DISTRICT),1,Ronald L. Frazier,62.30%,342,
2015 November General,RAPPAHANNOCK COUNTY,157,Member Board of Supervisors (JACKSON DISTRICT),1,Amy M. Hitt,36.79%,202,
2015 November General,RAPPAHANNOCK COUNTY,157,Member Board of Supervisors (JACKSON DISTRICT),1,Write In,0.91%,5,
2015 November General,RAPPAHANNOCK COUNTY,157,Member Board of Supervisors (WAKEFIELD DISTRICT),1,Roger A. Welch,67.47%,336,
2015 November General,RAPPAHANNOCK COUNTY,157,Member Board of Supervisors (WAKEFIELD DISTRICT),1,Write In,32.53%,162,
2015 November General,RAPPAHANNOCK COUNTY,157,Member School Board (HAMPTON DISTRICT),1,Write In,100.00%,451,
2015 November General,RAPPAHANNOCK COUNTY,157,Member School Board (JACKSON DISTRICT),1,John Wesley Mills,98.39%,490,
2015 November General,RAPPAHANNOCK COUNTY,157,Member School Board (JACKSON DISTRICT),1,Write In,1.61%,8,
2015 November General,RAPPAHANNOCK COUNTY,157,Member School Board (WAKEFIELD DISTRICT),1,"William ""Chris"" Ubben",94.47%,427,
2015 November General,RAPPAHANNOCK COUNTY,157,Member School Board (WAKEFIELD DISTRICT),1,Write In,5.53%,25,
2015 November General,RICHMOND COUNTY,159,Member Senate of Virginia (004),1,Ryan T. McDougle,98.03%,1740,Republican
2015 November General,RICHMOND COUNTY,159,Member Senate of Virginia (004),1,Write In,1.97%,35,Write-In
2015 November General,RICHMOND COUNTY,159,Member House of Delegates (099),1,Margaret Bevans Ransone,98.43%,1824,Republican
2015 November General,RICHMOND COUNTY,159,Member House of Delegates (099),1,Write In,1.57%,29,Write-In
2015 November General,RICHMOND COUNTY,159,Clerk of Court (RICHMOND COUNTY),1,"T. ""Tracie"" Dunaway Beckham",37.63%,774,
2015 November General,RICHMOND COUNTY,159,Clerk of Court (RICHMOND COUNTY),1,"Cheryl B. ""Sherry"" Pierson",62.28%,1281,
2015 November General,RICHMOND COUNTY,159,Clerk of Court (RICHMOND COUNTY),1,Write In,0.10%,2,
2015 November General,RICHMOND COUNTY,159,Commonwealth's Attorney (RICHMOND COUNTY),1,James Monroe,19.43%,398,
2015 November General,RICHMOND COUNTY,159,Commonwealth's Attorney (RICHMOND COUNTY),1,"Elizabeth A. ""Libby"" Trible",80.22%,1643,
2015 November General,RICHMOND COUNTY,159,Commonwealth's Attorney (RICHMOND COUNTY),1,Write In,0.34%,7,
2015 November General,RICHMOND COUNTY,159,Sheriff (RICHMOND COUNTY),1,Steve B. Smith,98.70%,1904,
2015 November General,RICHMOND COUNTY,159,Sheriff (RICHMOND COUNTY),1,Write In,1.30%,25,
2015 November General,RICHMOND COUNTY,159,Commissioner of Revenue (RICHMOND COUNTY),1,Jennifer W. Delano,99.00%,1888,
2015 November General,RICHMOND COUNTY,159,Commissioner of Revenue (RICHMOND COUNTY),1,Write In,1.00%,19,
2015 November General,RICHMOND COUNTY,159,Treasurer (RICHMOND COUNTY),1,Kristie S. Brann,99.79%,1944,
2015 November General,RICHMOND COUNTY,159,Treasurer (RICHMOND COUNTY),1,Write In,0.21%,4,
2015 November General,RICHMOND COUNTY,159,Soil and Water Conservation Director Northern Neck District (RICHMOND COUNTY),2,J. Vince Garland IV,53.38%,1264,
2015 November General,RICHMOND COUNTY,159,Soil and Water Conservation Director Northern Neck District (RICHMOND COUNTY),2,"Frank A. ""Bert"" Johnson ",33.74%,799,
2015 November General,RICHMOND COUNTY,159,Soil and Water Conservation Director Northern Neck District (RICHMOND COUNTY),2,Stephan Ray Rigterink,12.63%,299,
2015 November General,RICHMOND COUNTY,159,Soil and Water Conservation Director Northern Neck District (RICHMOND COUNTY),2,Write In,0.25%,6,
2015 November General,RICHMOND COUNTY,159,Member Board of Supervisors (DISTRICT 2),1,J. David Parr,67.63%,280,
2015 November General,RICHMOND COUNTY,159,Member Board of Supervisors (DISTRICT 2),1,Patrick H. Weakland,32.37%,134,
2015 November General,RICHMOND COUNTY,159,Member Board of Supervisors (DISTRICT 2),1,Write In,0.00%,0,
2015 November General,RICHMOND COUNTY,159,Member Board of Supervisors (DISTRICT 3),1,John L. Haynes Jr.,22.88%,100,
2015 November General,RICHMOND COUNTY,159,Member Board of Supervisors (DISTRICT 3),1,"W. C. ""Bill"" Herbert II",76.89%,336,
2015 November General,RICHMOND COUNTY,159,Member Board of Supervisors (DISTRICT 3),1,Write In,0.23%,1,
2015 November General,RICHMOND COUNTY,159,Member Board of Supervisors (DISTRICT 5),1,F. Lee Sanders,77.02%,295,
2015 November General,RICHMOND COUNTY,159,Member Board of Supervisors (DISTRICT 5),1,Mary Mangano Snell,22.45%,86,
2015 November General,RICHMOND COUNTY,159,Member Board of Supervisors (DISTRICT 5),1,Write In,0.52%,2,
2015 November General,ROANOKE CITY,770,Member Senate of Virginia (021),1,John S. Edwards,56.63%,10165,Democratic
2015 November General,ROANOKE CITY,770,Member Senate of Virginia (021),1,Nancy V. Dye,36.65%,6579,Republican
2015 November General,ROANOKE CITY,770,Member Senate of Virginia (021),1,Donald S. Caldwell,6.57%,1179,Independent
2015 November General,ROANOKE CITY,770,Member Senate of Virginia (021),1,Write In,0.15%,27,Write-In
2015 November General,ROANOKE CITY,770,Member House of Delegates (011),1,"S. ""Sam"" Rasoul",96.17%,11216,Democratic
2015 November General,ROANOKE CITY,770,Member House of Delegates (011),1,Write In,3.83%,447,Write-In
2015 November General,ROANOKE CITY,770,Member House of Delegates (017),1,Christopher T. Head,94.05%,2718,Republican
2015 November General,ROANOKE CITY,770,Member House of Delegates (017),1,Write In,5.95%,172,Write-In
2015 November General,ROANOKE CITY,770,Soil and Water Conservation Director Blue Ridge District (ROANOKE CITY),2,Sarah R. Baumgardner,61.09%,10880,
2015 November General,ROANOKE CITY,770,Soil and Water Conservation Director Blue Ridge District (ROANOKE CITY),2,Michael A. Loveman,37.66%,6706,
2015 November General,ROANOKE CITY,770,Soil and Water Conservation Director Blue Ridge District (ROANOKE CITY),2,Write In,1.25%,223,
2015 November General,ROANOKE COUNTY,161,Member Senate of Virginia (019),1,Michael L. Hamlar,35.48%,6046,Democratic
2015 November General,ROANOKE COUNTY,161,Member Senate of Virginia (019),1,David R. Suetterlein,61.31%,10447,Republican
2015 November General,ROANOKE COUNTY,161,Member Senate of Virginia (019),1,Steven L. Nelson,3.08%,525,Independent
2015 November General,ROANOKE COUNTY,161,Member Senate of Virginia (019),1,Write In,0.13%,22,Write-In
2015 November General,ROANOKE COUNTY,161,Member Senate of Virginia (021),1,John S. Edwards,36.52%,1488,Democratic
2015 November General,ROANOKE COUNTY,161,Member Senate of Virginia (021),1,Nancy V. Dye,55.07%,2244,Republican
2015 November General,ROANOKE COUNTY,161,Member Senate of Virginia (021),1,Donald S. Caldwell,8.34%,340,Independent
2015 November General,ROANOKE COUNTY,161,Member Senate of Virginia (021),1,Write In,0.07%,3,Write-In
2015 November General,ROANOKE COUNTY,161,Member Senate of Virginia (023),1,"Stephen D. ""Steve"" Newman",97.68%,2614,Republican
2015 November General,ROANOKE COUNTY,161,Member Senate of Virginia (023),1,Write In,2.32%,62,Write-In
2015 November General,ROANOKE COUNTY,161,Member House of Delegates (008),1,Gregory D. Habeeb,97.30%,8352,Republican
2015 November General,ROANOKE COUNTY,161,Member House of Delegates (008),1,Write In,2.70%,232,Write-In
2015 November General,ROANOKE COUNTY,161,Member House of Delegates (017),1,Christopher T. Head,97.29%,11494,Republican
2015 November General,ROANOKE COUNTY,161,Member House of Delegates (017),1,Write In,2.71%,320,Write-In
2015 November General,ROANOKE COUNTY,161,Clerk of Court (ROANOKE COUNTY),1,"Steven A. ""Steve"" McGraw",49.98%,11478,
2015 November General,ROANOKE COUNTY,161,Clerk of Court (ROANOKE COUNTY),1,Thomas W. Roe Jr.,49.81%,11441,
2015 November General,ROANOKE COUNTY,161,Clerk of Court (ROANOKE COUNTY),1,Write In,0.21%,48,
2015 November General,ROANOKE COUNTY,161,Commonwealth's Attorney (ROANOKE COUNTY),1,"Edwin R. ""Randy"" Leach",99.08%,20150,
2015 November General,ROANOKE COUNTY,161,Commonwealth's Attorney (ROANOKE COUNTY),1,Write In,0.92%,187,
2015 November General,ROANOKE COUNTY,161,Sheriff (ROANOKE COUNTY),1,"C. I. ""Charlie"" Poff Jr.",47.58%,11235,
2015 November General,ROANOKE COUNTY,161,Sheriff (ROANOKE COUNTY),1,J. Eric Orange,52.24%,12337,
2015 November General,ROANOKE COUNTY,161,Sheriff (ROANOKE COUNTY),1,Write In,0.18%,42,
2015 November General,ROANOKE COUNTY,161,Commissioner of Revenue (ROANOKE COUNTY),1,Nancy J. Horn,99.06%,20467,
2015 November General,ROANOKE COUNTY,161,Commissioner of Revenue (ROANOKE COUNTY),1,Write In,0.94%,195,
2015 November General,ROANOKE COUNTY,161,Treasurer (ROANOKE COUNTY),1,F. Kevin Hutchins,99.33%,21035,
2015 November General,ROANOKE COUNTY,161,Treasurer (ROANOKE COUNTY),1,Write In,0.67%,142,
2015 November General,ROANOKE COUNTY,161,Soil and Water Conservation Director Blue Ridge District (ROANOKE COUNTY),2,"N. H. ""Nick"" Beasley",60.42%,15457,
2015 November General,ROANOKE COUNTY,161,Soil and Water Conservation Director Blue Ridge District (ROANOKE COUNTY),2,Roger B. Holnback,38.99%,9974,
2015 November General,ROANOKE COUNTY,161,Soil and Water Conservation Director Blue Ridge District (ROANOKE COUNTY),2,Write In,0.59%,150,
2015 November General,ROANOKE COUNTY,161,Member Board of Supervisors (CATAWBA DISTRICT),1,Martha B. Hooker,71.10%,3777,
2015 November General,ROANOKE COUNTY,161,Member Board of Supervisors (CATAWBA DISTRICT),1,"Joseph B. ""Butch"" Church",28.75%,1527,
2015 November General,ROANOKE COUNTY,161,Member Board of Supervisors (CATAWBA DISTRICT),1,Write In,0.15%,8,
2015 November General,ROANOKE COUNTY,161,Member Board of Supervisors (CAVE SPRING DISTRICT),1,George G. Assaid,49.92%,2369,
2015 November General,ROANOKE COUNTY,161,Member Board of Supervisors (CAVE SPRING DISTRICT),1,Charlotte A. Moore,49.85%,2366,
2015 November General,ROANOKE COUNTY,161,Member Board of Supervisors (CAVE SPRING DISTRICT),1,Write In,0.23%,11,
2015 November General,ROANOKE COUNTY,161,Member School Board (CATAWBA DISTRICT),1,Donald Butzer,45.59%,2231,
2015 November General,ROANOKE COUNTY,161,Member School Board (CATAWBA DISTRICT),1,Tom W. McCracken III,54.21%,2653,
2015 November General,ROANOKE COUNTY,161,Member School Board (CATAWBA DISTRICT),1,Write In,0.20%,10,
2015 November General,ROANOKE COUNTY,161,Member School Board (CAVE SPRING DISTRICT),1,T. J. Lange,31.03%,1428,
2015 November General,ROANOKE COUNTY,161,Member School Board (CAVE SPRING DISTRICT),1,"Michael A. ""Mike"" Wray",68.71%,3162,
2015 November General,ROANOKE COUNTY,161,Member School Board (CAVE SPRING DISTRICT),1,Write In,0.26%,12,
2015 November General,ROANOKE COUNTY,161,Member School Board - Special (VINTON DISTRICT),1,Tim D. Greenway,98.54%,3162,
2015 November General,ROANOKE COUNTY,161,Member School Board - Special (VINTON DISTRICT),1,Write In,1.46%,47,
2015 November General,ROCKBRIDGE COUNTY,163,Member Senate of Virginia (025),1,R. Creigh Deeds,97.95%,4251,Democratic
2015 November General,ROCKBRIDGE COUNTY,163,Member Senate of Virginia (025),1,Write In,2.05%,89,Write-In
2015 November General,ROCKBRIDGE COUNTY,163,Member House of Delegates (024),1,Ellen M. Arthur,34.58%,1984,Democratic
2015 November General,ROCKBRIDGE COUNTY,163,Member House of Delegates (024),1,Ben L. Cline,65.26%,3744,Republican
2015 November General,ROCKBRIDGE COUNTY,163,Member House of Delegates (024),1,Write In,0.16%,9,Write-In
2015 November General,ROCKBRIDGE COUNTY,163,Clerk of Court (LEXINGTON CITY-ROCKBRIDGE COUNTY),1,D. Bruce Patterson,99.45%,4665,
2015 November General,ROCKBRIDGE COUNTY,163,Clerk of Court (LEXINGTON CITY-ROCKBRIDGE COUNTY),1,Write In,0.55%,26,
2015 November General,ROCKBRIDGE COUNTY,163,Commonwealth's Attorney (LEXINGTON CITY-ROCKBRIDGE COUNTY),1,Chris Billias,60.00%,3328,
2015 November General,ROCKBRIDGE COUNTY,163,Commonwealth's Attorney (LEXINGTON CITY-ROCKBRIDGE COUNTY),1,Joshua O. Elrod,39.91%,2214,
2015 November General,ROCKBRIDGE COUNTY,163,Commonwealth's Attorney (LEXINGTON CITY-ROCKBRIDGE COUNTY),1,Write In,0.09%,5,
2015 November General,ROCKBRIDGE COUNTY,163,Sheriff (LEXINGTON CITY-ROCKBRIDGE COUNTY),1,Chris J. Blalock,90.82%,5035,
2015 November General,ROCKBRIDGE COUNTY,163,Sheriff (LEXINGTON CITY-ROCKBRIDGE COUNTY),1,Brian T. Rowsey,8.78%,487,
2015 November General,ROCKBRIDGE COUNTY,163,Sheriff (LEXINGTON CITY-ROCKBRIDGE COUNTY),1,Write In,0.40%,22,
2015 November General,ROCKBRIDGE COUNTY,163,Commissioner of Revenue (ROCKBRIDGE COUNTY),1,David C.  Whitesell,99.65%,4796,
2015 November General,ROCKBRIDGE COUNTY,163,Commissioner of Revenue (ROCKBRIDGE COUNTY),1,Write In,0.35%,17,
2015 November General,ROCKBRIDGE COUNTY,163,Treasurer (ROCKBRIDGE COUNTY),1,Betty S. Trovato,99.35%,4747,
2015 November General,ROCKBRIDGE COUNTY,163,Treasurer (ROCKBRIDGE COUNTY),1,Write In,0.65%,31,
2015 November General,ROCKBRIDGE COUNTY,163,Soil and Water Conservation Director Natural Bridge District (ROCKBRIDGE COUNTY),2,J. Richard Clemmer,28.20%,2062,
2015 November General,ROCKBRIDGE COUNTY,163,Soil and Water Conservation Director Natural Bridge District (ROCKBRIDGE COUNTY),2,"James R. ""Jay"" Gilliam",31.55%,2307,
2015 November General,ROCKBRIDGE COUNTY,163,Soil and Water Conservation Director Natural Bridge District (ROCKBRIDGE COUNTY),2,Bernard W. Goodbar,21.21%,1551,
2015 November General,ROCKBRIDGE COUNTY,163,Soil and Water Conservation Director Natural Bridge District (ROCKBRIDGE COUNTY),2,Sandra W. Stuart,18.75%,1371,
2015 November General,ROCKBRIDGE COUNTY,163,Soil and Water Conservation Director Natural Bridge District (ROCKBRIDGE COUNTY),2,Write In,0.29%,21,
2015 November General,ROCKBRIDGE COUNTY,163,Member Board of Supervisors  (BUFFALO DISTRICT),1,John M. Higgins,55.29%,763,
2015 November General,ROCKBRIDGE COUNTY,163,Member Board of Supervisors  (BUFFALO DISTRICT),1,Deborah D. Weddle,44.71%,617,
2015 November General,ROCKBRIDGE COUNTY,163,Member Board of Supervisors  (BUFFALO DISTRICT),1,Write In,0.00%,0,
2015 November General,ROCKBRIDGE COUNTY,163,Member Board of Supervisors  (NATURAL BRIDGE DISTRICT),1,David W. Hinty Jr.,97.01%,486,
2015 November General,ROCKBRIDGE COUNTY,163,Member Board of Supervisors  (NATURAL BRIDGE DISTRICT),1,Write In,2.99%,15,
2015 November General,ROCKBRIDGE COUNTY,163,Member Board of Supervisors  (SOUTH RIVER DISTRICT),1,Ronnie R. Campbell,98.73%,778,
2015 November General,ROCKBRIDGE COUNTY,163,Member Board of Supervisors  (SOUTH RIVER DISTRICT),1,Write In,1.27%,10,
2015 November General,ROCKBRIDGE COUNTY,163,Member School Board  (BUFFALO DISTRICT),1,Wendy W. Lovell,99.40%,1157,
2015 November General,ROCKBRIDGE COUNTY,163,Member School Board  (BUFFALO DISTRICT),1,Write In,0.60%,7,
2015 November General,ROCKBRIDGE COUNTY,163,Member School Board  (NATURAL BRIDGE DISTRICT),1,David B. McDaniel,99.43%,523,
2015 November General,ROCKBRIDGE COUNTY,163,Member School Board  (NATURAL BRIDGE DISTRICT),1,Write In,0.57%,3,
2015 November General,ROCKBRIDGE COUNTY,163,Member School Board  (WALKERS CREEK DISTRICT),1,"Albert J ""Jay"" Lewis II",99.22%,891,
2015 November General,ROCKBRIDGE COUNTY,163,Member School Board  (WALKERS CREEK DISTRICT),1,Write In,0.78%,7,
2015 November General,ROCKBRIDGE COUNTY,163,Mayor - Glasgow (GLASGOW),1,Ruby Ogden Clark,95.24%,140,
2015 November General,ROCKBRIDGE COUNTY,163,Mayor - Glasgow (GLASGOW),1,Write In,4.76%,7,
2015 November General,ROCKBRIDGE COUNTY,163,Member Town Council - Glasgow (GLASGOW),3,Andrea F. Bradley,30.03%,112,
2015 November General,ROCKBRIDGE COUNTY,163,Member Town Council - Glasgow (GLASGOW),3,Monica J Dock,37.80%,141,
2015 November General,ROCKBRIDGE COUNTY,163,Member Town Council - Glasgow (GLASGOW),3,Jeremy R. Kilgore,30.29%,113,
2015 November General,ROCKBRIDGE COUNTY,163,Member Town Council - Glasgow (GLASGOW),3,Write In,1.88%,7,
2015 November General,ROCKINGHAM COUNTY,165,Member Senate of Virginia (024),1,"Emmett W. Hanger, Jr.",96.46%,4083,Republican
2015 November General,ROCKINGHAM COUNTY,165,Member Senate of Virginia (024),1,Write In,3.54%,150,Write-In
2015 November General,ROCKINGHAM COUNTY,165,Member Senate of Virginia (026),1,April D. Moore,24.42%,1529,Democratic
2015 November General,ROCKINGHAM COUNTY,165,Member Senate of Virginia (026),1,Mark D. Obenshain,75.36%,4719,Republican
2015 November General,ROCKINGHAM COUNTY,165,Member Senate of Virginia (026),1,Write In,0.22%,14,Write-In
2015 November General,ROCKINGHAM COUNTY,165,Member House of Delegates (015),1,C. Todd Gilbert,97.96%,624,Republican
2015 November General,ROCKINGHAM COUNTY,165,Member House of Delegates (015),1,Write In,2.04%,13,Write-In
2015 November General,ROCKINGHAM COUNTY,165,Member House of Delegates (025),1,Angela M. Lynn,26.21%,1157,Democratic
2015 November General,ROCKINGHAM COUNTY,165,Member House of Delegates (025),1,"R. Steven ""Steve"" Landes",73.61%,3249,Republican
2015 November General,ROCKINGHAM COUNTY,165,Member House of Delegates (025),1,Write In,0.18%,8,Write-In
2015 November General,ROCKINGHAM COUNTY,165,Member House of Delegates (026),1,Tony O. Wilt,97.27%,3924,Republican
2015 November General,ROCKINGHAM COUNTY,165,Member House of Delegates (026),1,Write In,2.73%,110,Write-In
2015 November General,ROCKINGHAM COUNTY,165,Member House of Delegates (058),1,Robert B. Bell III,97.17%,1100,Republican
2015 November General,ROCKINGHAM COUNTY,165,Member House of Delegates (058),1,Write In,2.83%,32,Write-In
2015 November General,ROCKINGHAM COUNTY,165,Clerk of Court (HARRISONBURG CITY-ROCKINGHAM COUNTY),1,Chaz W. Evans-Haywood,98.85%,9419,
2015 November General,ROCKINGHAM COUNTY,165,Clerk of Court (HARRISONBURG CITY-ROCKINGHAM COUNTY),1,Write In,1.15%,110,
2015 November General,ROCKINGHAM COUNTY,165,Commonwealth's Attorney (HARRISONBURG CITY-ROCKINGHAM COUNTY),1,Marsha L. Garst,98.05%,9523,
2015 November General,ROCKINGHAM COUNTY,165,Commonwealth's Attorney (HARRISONBURG CITY-ROCKINGHAM COUNTY),1,Write In,1.95%,189,
2015 November General,ROCKINGHAM COUNTY,165,Sheriff (HARRISONBURG CITY-ROCKINGHAM COUNTY),1,Bryan F. Hutcheson,98.40%,9784,
2015 November General,ROCKINGHAM COUNTY,165,Sheriff (HARRISONBURG CITY-ROCKINGHAM COUNTY),1,Write In,1.60%,159,
