State,Office.Level,Body.Name,Body_Represents_State,Body_Represents_County,Body_Represents_Muni,Office.Name,Official.Name,Official.Party,locality,votes
VA,County,,VA,Southampton County,,Soil and Water Conservation Director Chowan Basin District (SOUTHAMPTON COUNTY),M.  L. Everett Jr.,,Southampton County,1691
VA,County,Loudoun County School Board,VA,Loudoun County,,Member School Board (BROAD RUN DISTRICT),Joy R. Maloney,,Loudoun County,4549
VA,County,,VA,Wythe County,,Commonwealth's Attorney (WYTHE COUNTY),Gerald E. Mabe II,,Wythe County,7061
VA,County,Cumberland County Board of Supervisors,VA,Cumberland County,,Member Board of Supervisors (DISTRICT 3),W. Kevin Ingle,,Cumberland County,342
VA,County,Lunenburg County Board of Supervisors,VA,Lunenburg County,,Member Board of Supervisors (DISTRICT 6),Alvester L. Edmonds,,Lunenburg County,206
VA,County,Caroline County Board of Supervisors,VA,Caroline County,,Member Board of Supervisors (MADISON DISTRICT),"Clayton T ""Clay"" Forehand",,Caroline County,605
VA,County,Middlesex County School Board,VA,Middlesex County,,Member School Board (PINETOP DISTRICT),Garland M. Harrow,,Middlesex County,741
VA,City,,VA,,Lynchburg City,Soil and Water Conservation Director Robert E. Lee District (LYNCHBURG CITY),"Julius A. Sigler, Jr.",,Lynchburg City,4081
VA,County,,VA,Lunenburg County,,Commissioner of Revenue (LUNENBURG COUNTY),"Elizabeth Y. ""Liz"" Hamlett",,Lunenburg County,1732
VA,County,Fairfax County School Board,VA,Fairfax County,,Member School Board (LEE DISTRICT),Tamara J. Derenak Kaufax,,Fairfax County,11771
VA,County,Cumberland County Board of Supervisors,VA,Cumberland County,,Member Board of Supervisors (DISTRICT 5),Parker H. Wheeler,,Cumberland County,269
VA,County,,VA,Fairfax County,,Public School Bonds (FAIRFAX COUNTY),Yes,,Fairfax County,136278
VA,County,,VA,Campbell County,,Commissioner of Revenue (CAMPBELL COUNTY),"Calvin C. Massie, Jr.",,Campbell County,6220
VA,County,,VA,Cumberland County,,Soil and Water Conservation Director Peter Francisco District (CUMBERLAND COUNTY),Terry  Seal,,Cumberland County,1423
VA,County,Brunswick County School Board,VA,Brunswick County,,Member School Board (DISTRICT 4),Floyd A. Moore Jr.,,Brunswick County,536
VA,County,,VA,Wythe County,,Soil and Water Conservation Director Big Walker District (WYTHE COUNTY),Chris C. King,,Wythe County,4265
VA,County,,VA,Pulaski County,,Commissioner of Revenue (PULASKI COUNTY),Trina Nelson Rupe,,Pulaski County,3560
VA,County,Botetourt County Board of Supervisors,VA,Botetourt County,,Member Board of Supervisors (VALLEY DISTRICT),"Donald M. ""Mac"" Scothorn",,Botetourt County,1249
VA,County,Dinwiddie County School Board,VA,Dinwiddie County,,Member School Board (DISTRICT 3),Barbara T. Pittman,,Dinwiddie County,1242
VA,County,Dinwiddie County Board of Supervisors,VA,Dinwiddie County,,Member Board of Supervisors (DISTRICT 4),Daniel D. Lee,,Dinwiddie County,1298
VA,County,Campbell County Board of Supervisors,VA,Campbell County,,Member Board of Supervisors (SUNBURST DISTRICT),"Robert G. ""Bob"" Good",,Campbell County,801
VA,County,Bath County Board of Supervisors,VA,Bath County,,Member Board of Supervisors (WARM SPRINGS DISTRICT),Matthew S. Ratcliffe,,Bath County,182
VA,County,Patrick County School Board,VA,Patrick County,,Member School Board (BLUE RIDGE DISTRICT),Ronnie N. Terry,,Patrick County,565
VA,County,Nottoway County School Board,VA,Nottoway County,,Member School Board (DISTRICT 2),"Robert L. ""Bob"" Horn",,Nottoway County,585
VA,County,Spotsylvania County School Board,VA,Spotsylvania County,,Member School Board (LIVINGSTON DISTRICT),Kirk Twigg,,Spotsylvania County,2341
VA,County,King William County Board of Supervisors,VA,King William County,,Member Board of Supervisors (FIRST DISTRICT),"William ""Bill"" Hodges",,King William County,395
VA,City,Alexandria City School Board,VA,,Alexandria City,School Board District C (DISTRICT C),Christopher J. Lewis,,Alexandria City,2808
VA,County,,VA,New Kent County,,Clerk of Court (NEW KENT COUNTY),Amy P. Crump,,New Kent County,2365
VA,County,Shenandoah County Board of Supervisors,VA,Shenandoah County,,Member Board of Supervisors (DISTRICT 6),Conrad A. Helsley,,Shenandoah County,385
VA,County,Fluvanna County Board of Supervisors,VA,Fluvanna County,,Member Board of Supervisors (PALMYRA DISTRICT),Patricia B. Eager,,Fluvanna County,567
VA,County,Amherst County Board of Supervisors,VA,Amherst County,,Member Board of Supervisors (DISTRICT 1),Kenneth M. Campbell,,Amherst County,751
VA,County,,VA,Brunswick County,,Sheriff (BRUNSWICK COUNTY),Brian K. Roberts,,Brunswick County,3499
VA,County,,VA,Prince George County,,Commissioner of Revenue (PRINCE GEORGE COUNTY),Darlene M. Rowsey,,Prince George County,5645
VA,County,,VA,Loudoun County,,Public Safety Projects (LOUDOUN COUNTY),Yes,,Loudoun County,54633
VA,County,Loudoun County School Board,VA,Loudoun County,,Member School Board (STERLING DISTRICT),Brenda L. Sheridan,,Loudoun County,5007
VA,County,,VA,Powhatan County,,Soil and Water Conservation Director Monacan District (POWHATAN COUNTY),Tom Walton,,Powhatan County,4698
VA,County,,VA,Warren County,,Treasurer (WARREN COUNTY),Wanda F. Bryant,,Warren County,5330
VA,County,Amelia County Board of Supervisors,VA,Amelia County,,Member Board of Supervisors (DISTRICT 3),"Ralph A. Whitaker, Jr.",,Amelia County,573
VA,County,,VA,Bland County,,Commonwealth's Attorney (BLAND COUNTY),Patrick White,,Bland County,1563
VA,County,,VA,Roanoke County,,Clerk of Court (ROANOKE COUNTY),"Steven A. ""Steve"" McGraw",,Roanoke County,11478
VA,County,,VA,Greene County,,Sheriff (GREENE COUNTY),Steven S. Smith,,Greene County,3169
VA,County,,VA,Spotsylvania County,,Commissioner of Revenue (SPOTSYLVANIA COUNTY),Deborah F. Williams,,Spotsylvania County,18967
VA,County,Loudoun County Board of Supervisors,VA,Loudoun County,,Member Board of Supervisors (BLUE RIDGE DISTRICT),"Tony R. Buffington, Jr.",,Loudoun County,5824
VA,City,,VA,,Franklin City,Sheriff (FRANKLIN CITY-SOUTHAMPTON COUNTY),"J. B. ""Jack"" Stutts",,Franklin City,590
VA,County,Powhatan County School Board,VA,Powhatan County,,Member School Board (DISTRICT 4),"Joseph W. ""Joe"" Walters",,Powhatan County,1762
VA,County,Smyth County Board of Supervisors,VA,Smyth County,,Member Board of Supervisors (PARK DISTRICT),M. Todd Dishner,,Smyth County,823
VA,City,,VA,,Harrisonburg City,Commonwealth's Attorney (HARRISONBURG CITY-ROCKINGHAM COUNTY),Marsha L. Garst,,Harrisonburg City,3000
VA,County,,VA,Tazewell County,,Commissioner of Revenue (TAZEWELL COUNTY),David R. Anderson,,Tazewell County,7336
VA,County,Shenandoah County Board of Supervisors,VA,Shenandoah County,,Member Board of Supervisors (DISTRICT 2),Steven A. Baker,,Shenandoah County,894
VA,County,Hanover County Board of Supervisors,VA,Hanover County,,Member Board of Supervisors (SOUTH ANNA DISTRICT),Wayne T. Hazzard,,Hanover County,2562
VA,County,,VA,Henrico County,,Sheriff (HENRICO COUNTY),"Michael L. ""Mike"" Wade",,Henrico County,38654
VA,County,,VA,Russell County,,Commissioner of Revenue (RUSSELL COUNTY),Randy N. Williams,,Russell County,6214
VA,County,Rappahannock County Board of Supervisors,VA,Rappahannock County,,Member Board of Supervisors (WAKEFIELD DISTRICT),Roger A. Welch,,Rappahannock County,336
VA,County,,VA,Tazewell County,,Clerk of Court (TAZEWELL COUNTY),Tammy B. Allison,,Tazewell County,4345
VA,County,,VA,Henry County,,Treasurer (HENRY COUNTY),Scott B. Grindstaff,,Henry County,9969
VA,County,,VA,King William County,,Soil and Water Conservation Director Three Rivers District (KING WILLIAM COUNTY),N. Troy Johnson,,King William County,2257
VA,County,,VA,Russell County,,Treasurer (RUSSELL COUNTY),"Patrick L. ""Rick"" Thompson",,Russell County,6035
VA,County,King & Queen County School Board,VA,King & Queen County,,Member School Board (STEVENSVILLE DISTRICT),Brenda D.  Lee,,King & Queen County,366
VA,County,,VA,Pittsylvania County,,Clerk of Court (PITTSYLVANIA COUNTY),Mark W. Scarce,,Pittsylvania County,8572
VA,County,Surry County School Board,VA,Surry County,,Member School Board (CLAREMONT DISTRICT),Laura P. Ruffin,,Surry County,467
VA,County,,VA,Bedford County,,Commonwealth's Attorney (BEDFORD COUNTY),Randy C. Krantz,,Bedford County,12363
VA,County,,VA,Arlington County,,Member County Board (ARLINGTON COUNTY),Christian E. Dorsey,,Arlington County,24013
VA,County,,VA,Cumberland County,,Sheriff (CUMBERLAND COUNTY),Darrell L. Hodges,,Cumberland County,1854
VA,City,,VA,,Franklin City,Commonwealth's Attorney (FRANKLIN CITY-SOUTHAMPTON COUNTY),Eric A. Cooke,,Franklin City,570
VA,County,Clarke County Board of Supervisors,VA,Clarke County,,Member Board of Supervisors (MILLWOOD DISTRICT),Terri Trimble Catlett,,Clarke County,599
VA,County,Loudoun County School Board,VA,Loudoun County,,Member School Board (DULLES DISTRICT),Jeff E. Morse,,Loudoun County,5802
VA,City,,VA,,Manassas City,Clerk of Court (MANASSAS CITY-MANASSAS PARK CITY-PRINCE WILLIAM COUNTY),Michele B. McQuigg,,Manassas City,3266
VA,County,,VA,Chesterfield County,,Sheriff (CHESTERFIELD COUNTY),Karl S. Leonard,,Chesterfield County,55915
VA,County,,VA,Prince Edward County,,Sheriff (PRINCE EDWARD COUNTY),Wesley W. Reed,,Prince Edward County,2891
VA,County,Buckingham County Board of Supervisors,VA,Buckingham County,,Member Board of Supervisors (DISTRICT 7),Danny R. Allen,,Buckingham County,178
VA,County,Caroline County Board of Supervisors,VA,Caroline County,,Member Board of Supervisors (MATTAPONI DISTRICT),"Floyd W. Thomas, Jr.",,Caroline County,602
VA,County,Frederick County Board of Supervisors,VA,Frederick County,,Chairman Board of Supervisors (FREDERICK COUNTY),"Charles S. DeHaven, Jr.",,Frederick County,11965
VA,County,Brunswick County School Board,VA,Brunswick County,,Member School Board (DISTRICT 5),Write In,,Brunswick County,606
VA,County,Patrick County School Board,VA,Patrick County,,Member School Board (MAYO RIVER DISTRICT),A. Michelle Day,,Patrick County,620
VA,County,Scott County Board of Supervisors,VA,Scott County,,Member Board of Supervisors (DISTRICT 4),Joe W. Herron,,Scott County,698
VA,County,Northampton County School Board,VA,Northampton County,,Member School Board At Large (NORTHAMPTON COUNTY),Nancy N. Proto,,Northampton County,2023
VA,County,,VA,King William County,,Clerk of Court (KING WILLIAM COUNTY),Patricia M. Norman,,King William County,2187
VA,County,King William County School Board,VA,King William County,,Member School Board (FIFTH DISTRICT),"Donald B. Longest, Jr.",,King William County,778
VA,County,,VA,Southampton County,,Commissioner of Revenue (SOUTHAMPTON COUNTY),Amy Burgess Carr,,Southampton County,2409
VA,County,Goochland County School Board,VA,Goochland County,,Member School Board (DISTRICT 5),John D. Wright,,Goochland County,1164
VA,City,,VA,,Williamsburg City,Sheriff (JAMES CITY COUNTY-WILLIAMSBURG CITY),"Robert J. ""Bob"" Deeds",,Williamsburg City,1600
VA,County,Lee County School Board,VA,Lee County,,Member School Board (DISTRICT 4),Debbie J. Jessee,,Lee County,929
VA,County,Dickenson County Board of Supervisors,VA,Dickenson County,,Member Board of Supervisors (DISTRICT V),Jason B. Compton,,Dickenson County,491
VA,County,Grayson County Board of Supervisors,VA,Grayson County,,Member Board of Supervisors At Large (GRAYSON COUNTY),John S. Fant,,Grayson County,2263
VA,City,Alexandria City School Board,VA,,Alexandria City,School Board District A (DISTRICT A),Karen A. Graf,,Alexandria City,7131
VA,County,King & Queen County Board of Supervisors,VA,King & Queen County,,Member Board of Supervisors (BUENA VISTA DISTRICT),James M. Burns,,King & Queen County,270
VA,County,,VA,Culpeper County,,Commissioner of Revenue (CULPEPER COUNTY),Terry Leigh Yowell,,Culpeper County,8778
VA,County,Albemarle County School Board,VA,Albemarle County,,Member School Board (WHITE HALL DISTRICT),David D. Oberg,,Albemarle County,2183
VA,County,,VA,Giles County,,Clerk of Court (GILES COUNTY),"C. L. ""Bubbie"" Fraley III",,Giles County,2555
VA,County,York County Board of Supervisors,VA,York County,,Member Board of Supervisors (DISTRICT 3),W. Chad Green,,York County,2227
VA,County,Henrico County Board of Supervisors,VA,Henrico County,,Member Board of Supervisors (VARINA DISTRICT),Tyrone E. Nelson,,Henrico County,9055
VA,County,Dinwiddie County Board of Supervisors,VA,Dinwiddie County,,Member Board of Supervisors (DISTRICT 2),Mark E. Moore,,Dinwiddie County,1036
VA,County,Stafford County Board of Supervisors,VA,Stafford County,,Member Board of Supervisors (ROCK HILL DISTRICT),Wendy E. Maurer,,Stafford County,2107
VA,County,Botetourt County Board of Supervisors,VA,Botetourt County,,Member Board of Supervisors (BLUE RIDGE DISTRICT),Billy W. Martin Sr.,,Botetourt County,1030
VA,County,Campbell County Board of Supervisors,VA,Campbell County,,Member Board of Supervisors (ALTAVISTA DISTRICT),Stanley I. Goldsmith,,Campbell County,714
VA,County,,VA,James City County,,Treasurer (JAMES CITY COUNTY-WILLIAMSBURG CITY),Jennifer Otey Tomes,,James City County,14581
VA,City,,VA,,Galax City,Sheriff (GALAX CITY-GRAYSON COUNTY),Richard A. Vaughan,,Galax City,524
VA,County,,VA,Botetourt County,,Sale of Mixed Alcoholic Beverages in Valley District (BOTETOURT COUNTY),Yes,,Botetourt County,1075
VA,County,,VA,Highland County,,Treasurer (HIGHLAND COUNTY),Lois E. White,,Highland County,1173
VA,County,,VA,Hanover County,,Commonwealth's Attorney (HANOVER COUNTY),"R. E. ""Trip"" Chalkley, III",,Hanover County,18830
VA,County,Caroline County Board of Supervisors,VA,Caroline County,,Member Board of Supervisors (REEDY CHURCH DISTRICT),Reggie Underwood,,Caroline County,701
VA,County,Pittsylvania County Board of Supervisors,VA,Pittsylvania County,,Member Board of Supervisors (WESTOVER DISTRICT),Ronald S. Scearce,,Pittsylvania County,1109
VA,County,,VA,Patrick County,,Commissioner of Revenue (PATRICK COUNTY),Janet Hall Rorrer,,Patrick County,3642
VA,County,Albemarle County Board of Supervisors,VA,Albemarle County,,Member Board of Supervisors (WHITE HALL DISTRICT),Ann Huckle Mallek,,Albemarle County,3286
VA,County,King William County School Board,VA,King William County,,Member School Board (THIRD DISTRICT),Steven M. Tupponce,,King William County,602
VA,County,Clarke County Board of Supervisors,VA,Clarke County,,Member Board of Supervisors (RUSSELL DISTRICT),Barbara J. Byrd,,Clarke County,645
VA,County,Rockbridge County School Board,VA,Rockbridge County,,Member School Board  (BUFFALO DISTRICT),Wendy W. Lovell,,Rockbridge County,1157
VA,County,,VA,Montgomery County,,Sheriff (MONTGOMERY COUNTY),"C. H. ""Hank"" Partin",,Montgomery County,7138
VA,County,,VA,Pittsylvania County,,Soil and Water Conservation Director Pittsylvania District (PITTSYLVANIA COUNTY),Samuel M. Giles,,Pittsylvania County,7152
VA,County,Lancaster County School Board,VA,Lancaster County,,Member School Board (DISTRICT 4),Joan W. Gravatt,,Lancaster County,369
VA,County,Caroline County School Board,VA,Caroline County,,Member School Board (REEDY CHURCH DISTRICT),JoWanda Rollins-Fells,,Caroline County,927
VA,County,,VA,Greensville County,,Soil and Water Conservation Director Chowan Basin District (GREENSVILLE COUNTY),James S. Ferguson Sr.,,Greensville County,1780
VA,County,Westmoreland County Board of Supervisors,VA,Westmoreland County,,Member Board of Supervisors (DISTRICT 5),"L. A. ""Larry"" Roberson",,Westmoreland County,363
VA,County,,VA,Campbell County,,Clerk of Court (CAMPBELL COUNTY),Sheila Wiley Bosiger,,Campbell County,6268
VA,City,,VA,,Buena Vista City,Soil and Water Conservation Director Natural Bridge District (BUENA VISTA CITY),Donald G. Drake,,Buena Vista City,676
VA,County,,VA,Fluvanna County,,Commissioner of Revenue (FLUVANNA COUNTY),"Andrew M. ""Mel"" Sheridan",,Fluvanna County,4037
VA,County,,VA,Chesterfield County,,Treasurer (CHESTERFIELD COUNTY),Richard A. Cordle,,Chesterfield County,58224
VA,County,Powhatan County Board of Supervisors,VA,Powhatan County,,Member Board of Supervisors (DISTRICT 2),Larry J. Nordvig,,Powhatan County,1202
VA,County,Southampton County Board of Supervisors,VA,Southampton County,,Member Board of Supervisors (JERUSALEM DISTRICT),Alan W. Edwards,,Southampton County,412
VA,County,Bland County School Board,VA,Bland County,,Member School Board (DISTRICT 1),"W. H. ""Bill"" Crabtree",,Bland County,458
VA,County,,VA,Botetourt County,,Sheriff (BOTETOURT COUNTY),"R. N. ""Ronnie"" Sprinkle",,Botetourt County,5394
VA,County,Prince Edward County Board of Supervisors,VA,Prince Edward County,,Member Board of Supervisors (DISTRICT 1),Howard F. Simpson,,Prince Edward County,360
VA,County,,VA,Brunswick County,,Clerk of Court (BRUNSWICK COUNTY),"V. Earl Stanley, Jr.",,Brunswick County,2304
VA,County,Northumberland County School Board,VA,Northumberland County,,Member School Board (DISTRICT 1),Dana Deihl O'Bier,,Northumberland County,378
VA,County,Lee County Board of Supervisors,VA,Lee County,,Member Board of Supervisors (DISTRICT 1),Robert L. Smith,,Lee County,731
VA,County,York County School Board,VA,York County,,Member School Board (DISTRICT 3),Mark A. Medford,,York County,1729
VA,County,Bath County School Board,VA,Bath County,,Member School Board (MILLBORO DISTRICT),Bryan J. Secoy,,Bath County,266
VA,County,,VA,James City County,,Soil and Water Conservation Director Colonial District (JAMES CITY COUNTY),"Edward T. ""Ed"" Overton, Jr.",,James City County,11064
VA,County,Hanover County Board of Supervisors,VA,Hanover County,,Member Board of Supervisors (BEAVERDAM DISTRICT),"A.M. ""Bucky"" Stanley",,Hanover County,2740
VA,County,Accomack County Board of Supervisors,VA,Accomack County,,Member Board of Supervisors (DISTRICT 3),"Grayson C. Chesser, Jr.",,Accomack County,411
VA,County,,VA,Amelia County,,Sheriff (AMELIA COUNTY),Ricky L. Walker,,Amelia County,1658
VA,County,,VA,Rockbridge County,,Commonwealth's Attorney (LEXINGTON CITY-ROCKBRIDGE COUNTY),Chris Billias,,Rockbridge County,3328
VA,County,Bland County Board of Supervisors,VA,Bland County,,Member Board of Supervisors (DISTRICT 1),K. Adam Kidd,,Bland County,368
VA,County,Shenandoah County School Board,VA,Shenandoah County,,Member School Board (DISTRICT 2),"R. L. ""Rick"" Koontz, Jr.",,Shenandoah County,685
VA,County,Orange County Board of Supervisors,VA,Orange County,,Member Board of Supervisors (DISTRICT TWO),"James K. ""Jim""  White",,Orange County,941
VA,County,Spotsylvania County School Board,VA,Spotsylvania County,,Member School Board (SALEM DISTRICT),"William M. ""Bill"" Blaine,",,Spotsylvania County,1525
VA,County,Franklin County School Board,VA,Franklin County,,Member School Board (UNION HALL DISTRICT),P. D. Hambrick,,Franklin County,1674
VA,County,Bath County School Board,VA,Bath County,,Member School Board (CEDAR CREEK DISTRICT),Eddie H. Ryder,,Bath County,205
VA,County,Powhatan County School Board,VA,Powhatan County,,Member School Board (DISTRICT 1),"Richard R. ""Rick"" Cole",,Powhatan County,2167
VA,County,,VA,Lee County,,Commissioner of Revenue (LEE COUNTY),Christopher R. Jones,,Lee County,6280
VA,County,,VA,Bland County,,Sheriff (BLAND COUNTY),Thomas J. Roseberry II,,Bland County,944
VA,County,Prince William County School Board,VA,Prince William County,,Member School Board (NEABSCO DISTRICT),Diane L. Raulston,,Prince William County,4975
VA,County,New Kent County School Board,VA,New Kent County,,Member School Board (DISTRICT 1),Adriane J. Marshall,,New Kent County,1008
VA,City,,VA,,Suffolk City,Soil and Water Conservation Director Peanut District (SUFFOLK CITY),Travis W. Williams,,Suffolk City,4563
VA,County,Fairfax County Board of Supervisors,VA,Fairfax County,,Member Board of Supervisors (SPRINGFIELD DISTRICT),"Patrick S. ""Pat"" Herrity",,Fairfax County,18309
VA,County,Washington County School Board,VA,Washington County,,Member School Board (DISTRICT F),Bill W. Brooks,,Washington County,1341
VA,County,Cumberland County School Board,VA,Cumberland County,,Member School Board (DISTRICT 4),Write In,,Cumberland County,214
VA,County,,VA,Augusta County,,Soil and Water Conservation Director Headwaters District (AUGUSTA COUNTY),Charles C. Schooley,,Augusta County,11805
VA,County,,VA,Alleghany County,,Commonwealth's Attorney (ALLEGHANY COUNTY-COVINGTON CITY),Edward K. Stein,,Alleghany County,2670
VA,County,,VA,Buckingham County,,Mayor (DILLWYN),Linda Venable Paige,,Buckingham County,60
VA,County,Henrico County School Board,VA,Henrico County,,Member School Board (BROOKLAND DISTRICT),Beverly L. Cocke,,Henrico County,10318
VA,County,Culpeper County School Board,VA,Culpeper County,,Member School Board (WEST FAIRFAX DISTRICT),Rachel C. Carter,,Culpeper County,1174
VA,County,,VA,Loudoun County,,Commissioner of Revenue (LOUDOUN COUNTY),"Robert S. ""Bob"" Wertz, Jr",,Loudoun County,56519
VA,County,Greensville County Board of Supervisors,VA,Greensville County,,Member Board of Supervisors (DISTRICT 2),Michael W. Ferguson,,Greensville County,688
VA,County,,VA,Pittsylvania County,,Commissioner of Revenue (PITTSYLVANIA COUNTY),Shirley Yeatts Hammock,,Pittsylvania County,10774
VA,County,Louisa County School Board,VA,Louisa County,,Member School Board (LOUISA DISTRICT),"W. A. ""Billy"" Seay Jr.",,Louisa County,958
VA,County,,VA,Wythe County,,Treasurer (WYTHE COUNTY),Lori Cregger Guynn,,Wythe County,4897
VA,County,Dinwiddie County Board of Supervisors,VA,Dinwiddie County,,Member Board of Supervisors (DISTRICT 3),William D. Chavis,,Dinwiddie County,874
VA,County,Chesterfield County Board of Supervisors,VA,Chesterfield County,,Member Board of Supervisors (CLOVER HILL DISTRICT),Christopher M. Winslow,,Chesterfield County,7909
VA,County,Fairfax County School Board,VA,Fairfax County,,Member School Board (BRADDOCK DISTRICT),Megan O. McLaughlin,,Fairfax County,14151
VA,County,Prince William County Board of Supervisors,VA,Prince William County,,Member Board of Supervisors (OCCOQUAN DISTRICT),Ruth M. Anderson,,Prince William County,5865
VA,County,Powhatan County Board of Supervisors,VA,Powhatan County,,Member Board of Supervisors (DISTRICT 5),Carson Tucker,,Powhatan County,849
VA,County,,VA,Clarke County,,Commissioner of Revenue (CLARKE COUNTY),Donna Mathews Peake,,Clarke County,3067
VA,County,Lancaster County Board of Supervisors,VA,Lancaster County,,Member Board of Supervisors (DISTRICT 2),"Ernest W. Palin, Jr.",,Lancaster County,642
VA,County,Isle Of Wight County Board of Supervisors,VA,Isle Of Wight County,,Member Board of Supervisors (WINDSOR DISTRICT),Joel C. Acree,,Isle Of Wight County,1094
VA,County,New Kent County Board of Supervisors,VA,New Kent County,,Member Board of Supervisors (DISTRICT 5),"W. R. (Ray) Davis, Jr.",,New Kent County,667
VA,County,,VA,Augusta County,,Clerk of Court (AUGUSTA COUNTY),Carol M. Brydge,,Augusta County,13785
VA,County,Lunenburg County School Board,VA,Lunenburg County,,Member School Board (DISTRICT 2),"W. D. ""Doug"" Aubel",,Lunenburg County,217
VA,County,,VA,Craig County,,Commonwealth's Attorney (CRAIG COUNTY),Thaddeus Robert Cox,,Craig County,1588
VA,County,,VA,Mecklenburg County,,Member Town Council - Special (BRODNAX),Harold O. Northington,,Mecklenburg County,8
VA,County,Gloucester County Board of Supervisors,VA,Gloucester County,,Member Board of Supervisors (GLOUCESTER POINT DISTRICT),"C. A. ""Chris"" Hutson",,Gloucester County,1017
VA,County,,VA,Page County,,Commissioner of Revenue (PAGE COUNTY),"Rebecca ""Becky"" Smith",,Page County,5643
VA,County,Westmoreland County Board of Supervisors,VA,Westmoreland County,,Member Board of Supervisors (DISTRICT 2),"Russell E. ""Russ"" Culver",,Westmoreland County,775
VA,County,Warren County School Board,VA,Warren County,,Member School Board (NORTH RIVER DISTRICT),"Arnold M. Williams, Jr.",,Warren County,834
VA,County,Rockingham County School Board,VA,Rockingham County,,Member School Board (DISTRICT 4),Charlette E. McQuilkin,,Rockingham County,1549
VA,County,,VA,King & Queen County,,Sheriff (KING & QUEEN COUNTY),John R. Charboneau,,King & Queen County,1332
VA,County,Prince William County School Board,VA,Prince William County,,Member School Board (GAINESVILLE DISTRICT),Alyson A. Satterwhite,,Prince William County,8974
VA,County,Montgomery County School Board,VA,Montgomery County,,Member School Board (DISTRICT F),Connie L. Froggatt,,Montgomery County,1218
VA,City,,VA,,Falls Church City,Commonwealth's Attorney (ARLINGTON COUNTY-FALLS CHURCH CITY),Theo K. Stamos,,Falls Church City,2727
VA,County,,VA,Bedford County,,Sheriff (BEDFORD COUNTY),Mike J. Brown,,Bedford County,10227
VA,County,Prince William County School Board,VA,Prince William County,,Member School Board (POTOMAC DISTRICT),Justin D. Wilk,,Prince William County,4913
VA,City,,VA,,Galax City,Commonwealth's Attorney (GALAX CITY-GRAYSON COUNTY),Douglas S. Vaught,,Galax City,488
VA,County,Charles City County Board of Supervisors,VA,Charles City County,,Member Board of Supervisors (DISTRICT ONE),Gilbert A. Smith,,Charles City County,647
VA,County,Dickenson County Board of Supervisors,VA,Dickenson County,,Member Board of Supervisors (DISTRICT II),David C. Yates,,Dickenson County,641
VA,County,Russell County School Board,VA,Russell County,,Member School Board (DISTRICT 2),Charlie L. Collins,,Russell County,769
VA,County,,VA,Wythe County,,Sheriff (WYTHE COUNTY),W. Keith Dunagan,,Wythe County,4792
VA,County,Buchanan County Board of Supervisors,VA,Buchanan County,,Member Board of Supervisors (ROCKLICK DISTRICT),R. Craig Stiltner,,Buchanan County,635
VA,County,Giles County Board of Supervisors,VA,Giles County,,Member Board of Supervisors (WESTERN DISTRICT),Gary L. Eaton,,Giles County,735
VA,County,Henrico County School Board,VA,Henrico County,,Member School Board (TUCKAHOE DISTRICT),Lisa A. Marshall,,Henrico County,13029
VA,County,Appomattox County School Board,VA,Appomattox County,,Member School Board (APPOMATTOX RIVER DISTRICT),Wendy Hageman Smith,,Appomattox County,348
VA,County,,VA,Albemarle County,,Soil and Water Conservation Director Thomas Jefferson District (ALBEMARLE COUNTY),Lonnie M. Murray,,Albemarle County,12305
VA,County,,VA,Amherst County,,Sheriff (AMHERST COUNTY),"Ernest ""EW"" Viar, Jr.",,Amherst County,5129
VA,City,,VA,,Newport News City,Clerk of Court - Special (NEWPORT NEWS CITY),Gary S. Anderson,,Newport News City,11422
VA,County,Gloucester County Board of Supervisors,VA,Gloucester County,,Member Board of Supervisors - At Large (GLOUCESTER COUNTY),Ashley C. Chriscoe,,Gloucester County,5712
VA,County,,VA,Scott County,,Clerk of Court (SCOTT COUNTY),"Mark A. ""Bo"" Taylor",,Scott County,5154
VA,County,Scott County School Board,VA,Scott County,,Member School Board (DISTRICT 5),Gail L. McConnell,,Scott County,551
VA,County,Page County School Board,VA,Page County,,Member School Board (DISTRICT 3),Sharon K. Lucas,,Page County,1395
VA,County,,VA,Rockbridge County,,Mayor - Glasgow (GLASGOW),Ruby Ogden Clark,,Rockbridge County,140
VA,County,,VA,Southampton County,,Sheriff (FRANKLIN CITY-SOUTHAMPTON COUNTY),"J. B. ""Jack"" Stutts",,Southampton County,2378
VA,County,Brunswick County Board of Supervisors,VA,Brunswick County,,Member Board of Supervisors (DISTRICT 1),John W. Zubrod,,Brunswick County,719
VA,County,,VA,Greensville County,,Sheriff (EMPORIA CITY-GREENSVILLE COUNTY),"W.T. ""Tim"" Jarratt, Jr.",,Greensville County,1954
VA,City,Buena Vista City School Board,VA,,Buena Vista City,Member School Board - Special (BUENA VISTA CITY),Write In,,Buena Vista City,93
VA,County,New Kent County Board of Supervisors,VA,New Kent County,,Member Board of Supervisors (DISTRICT 4),Ron P. Stiers,,New Kent County,803
VA,County,,VA,Northampton County,,Treasurer (NORTHAMPTON COUNTY),Cynthia S. Bradford,,Northampton County,3512
VA,County,,VA,Stafford County,,Commissioner of Revenue (STAFFORD COUNTY),Scott A. Mayausky,,Stafford County,18458
VA,County,Campbell County Board of Supervisors,VA,Campbell County,,Member Board of Supervisors (CONCORD DISTRICT),"Eddie Gunter, Jr.",,Campbell County,837
